MSOA,population,males,females,children,youth,elderly
E02001066,11564,5858,5711,598,4252,898
E02001067,11548,5652,5900,947,1711,1280
E02001068,11883,5780,6106,891,2139,1200
E02001069,12497,6247,6252,911,3569,915
E02001070,11990,6082,5913,418,5358,1038
E02001072,8939,4646,4293,551,1059,1123
E02001073,9365,4681,4691,467,961,1612
E02001074,11800,5721,6073,698,1751,1851
E02001075,9139,4726,4403,702,1170,925
E02001076,11277,5461,5815,308,7214,587
E02001077,7427,3613,3817,420,742,1333
E02001078,10689,5297,5400,668,1563,1911
E02001079,9458,4511,4943,466,2422,1275
E02001080,9728,4839,4891,311,4695,967
E02001081,6307,3046,3259,344,537,1138
E02001082,6674,3237,3435,269,1494,850
E02001083,8243,4082,4164,424,1054,767
E02001084,8605,4226,4380,409,2068,1276
E02001085,8970,4272,4699,604,1242,1342
E02001086,6884,3337,3546,322,775,1140
E02001087,9284,4589,4689,470,902,1918
E02001088,9125,4309,4815,653,984,1653
E02001089,8044,3951,4089,492,840,1668
E02001090,6984,3539,3444,438,655,1683
E02001091,8383,4019,4362,520,783,1989
E02001092,9234,4536,4692,658,1061,1540
E02001093,9891,4696,5198,803,1148,1629
E02001094,9985,4763,5222,833,1232,1503
E02001095,9032,4262,4771,602,1063,1612
E02001096,8021,3896,4124,482,941,1730
E02001097,8565,4052,4512,595,994,1568
E02001098,5946,2914,3028,234,521,2079
E02001099,5680,2762,2918,308,560,1466
E02001100,6040,2862,3178,293,610,1900
E02001101,5673,2797,2876,253,529,1813
E02001102,6030,2961,3075,322,587,1440
E02001103,5502,2667,2830,205,533,1828
E02001104,7311,3548,3764,493,806,1423
E02001105,5955,2866,3089,269,611,1866
E02001106,6031,2937,3091,327,658,1643
E02001107,6921,3382,3542,483,868,1379
E02001108,5958,2792,3154,502,726,940
E02001109,7745,3817,3932,577,862,1649
E02001110,6477,3165,3312,297,552,2108
E02001111,9134,4754,4376,714,1404,1150
E02001112,5995,2992,3001,241,585,1781
E02001113,9436,4746,4690,739,1829,909
E02001114,8847,4278,4570,540,1177,1939
E02001115,5995,2871,3115,376,612,1527
E02001116,7913,3828,4085,780,1068,930
E02001117,6006,2886,3108,228,564,1954
E02001118,6069,2949,3114,273,602,1875
E02001119,12318,6190,6124,1094,2208,1418
E02001121,8674,4283,4397,800,1588,899
E02001123,7060,3282,3785,580,842,1246
E02001124,6875,3442,3431,498,984,1195
E02001125,7915,3882,4039,433,851,1895
E02001126,9166,4540,4628,810,1122,1363
E02001127,7754,3670,4082,557,1039,1382
E02001128,7457,3602,3856,435,839,1801
E02001129,6787,3250,3536,425,735,1401
E02001130,5806,2759,3043,241,631,1776
E02001131,5457,2615,2845,298,603,1409
E02001132,6622,3224,3394,345,657,1749
E02001133,6608,3274,3332,335,609,1709
E02001134,6328,3110,3211,300,544,1884
E02001135,8400,4145,4261,644,1156,1371
E02001136,9543,4822,4719,527,1039,2426
E02001137,6198,3022,3181,300,637,1731
E02001138,8652,4172,4479,405,813,2757
E02001139,10360,5179,5190,898,1657,1318
E02001140,8150,3981,4166,613,1031,1484
E02001141,12016,6099,5910,929,1673,1785
E02001142,6014,2912,3102,281,604,2071
E02001143,11640,5668,5976,888,1662,1681
E02001144,6340,3095,3242,329,629,1627
E02001145,7045,3451,3585,337,717,1928
E02001146,10299,5212,5086,802,1547,1469
E02001147,10403,4975,5419,801,1264,1805
E02001148,10459,5130,5332,681,1101,2649
E02001149,10320,5041,5284,726,1101,2353
E02001150,8979,4265,4712,676,961,1967
E02001151,10106,4966,5139,614,1054,2441
E02001152,9776,4801,4974,659,1111,2094
E02001153,12281,5854,6423,955,1279,2202
E02001154,10124,4935,5195,641,1139,2219
E02001155,7208,3565,3639,438,701,1830
E02001156,9902,4816,5090,502,970,2815
E02001157,8705,4090,4611,668,1148,1452
E02001158,6066,2944,3120,409,664,1372
E02001159,7490,3624,3876,556,774,1196
E02001160,7266,3521,3753,598,775,1334
E02001161,5843,2860,2986,287,573,1571
E02001162,5820,2849,2966,309,612,1600
E02001163,9918,4882,5033,624,926,2520
E02001164,7676,4138,3539,519,890,1079
E02001165,6174,2989,3184,359,674,1314
E02001166,8246,4352,3891,891,1375,1306
E02001167,6972,3409,3564,522,870,1269
E02001168,9895,4784,5110,677,1028,2149
E02001169,10907,5319,5594,611,1032,2969
E02001170,9855,4908,4945,559,832,2737
E02001171,6159,3046,3109,322,569,1611
E02001173,9502,4719,4780,563,2645,1072
E02001174,5728,2859,2864,292,770,1321
E02001175,7496,3678,3824,442,913,1342
E02001176,11753,6012,5741,595,1177,2839
E02001177,13348,6665,6676,800,1788,2441
E02001179,7017,3551,3466,385,1168,1189
E02001180,5687,2936,2751,479,1084,889
E02001181,5980,3011,2962,378,664,1086
E02001182,7349,3688,3665,592,869,1196
E02001183,7324,3639,3688,569,826,1103
E02001185,9701,4678,5015,532,1062,2421
E02001186,10553,5154,5405,711,1081,2118
E02001187,6997,3353,3655,394,675,1702
E02001188,8647,4243,4405,582,1135,1375
E02001189,8297,4004,4295,476,771,1999
E02001190,7958,3914,4046,638,941,1232
E02001191,5743,2789,2954,267,464,1872
E02001192,6555,3271,3292,336,612,1556
E02001193,6410,3167,3242,392,627,1238
E02001194,6376,3155,3219,336,566,1660
E02001195,7553,3670,3881,491,674,1975
E02001196,7832,3792,4043,376,711,2535
E02001197,6276,3035,3246,339,574,1516
E02001198,7525,3560,3963,416,719,2251
E02001199,7906,3875,4033,455,630,2008
E02001200,7887,3999,3885,518,869,1403
E02001201,5785,2831,2955,352,580,1215
E02001202,6457,3182,3274,437,609,1047
E02001203,5860,2843,3019,283,432,2112
E02001204,8923,4323,4596,556,833,1827
E02001205,8428,4102,4330,571,908,1758
E02001206,7265,3490,3785,382,608,2255
E02001207,6847,3370,3476,345,613,2108
E02001208,7571,3623,3947,446,639,1771
E02001209,7768,3750,4014,505,774,1502
E02001210,7439,3551,3892,423,865,1754
E02001211,6669,3225,3439,451,605,1730
E02001212,6989,3380,3611,483,876,1059
E02001213,9916,4874,5049,575,897,2383
E02001214,8017,3851,4172,385,805,2366
E02001215,5969,2882,3091,266,469,2116
E02001216,7840,3844,3993,379,732,2226
E02001217,6759,3275,3486,394,633,1741
E02001218,6021,2909,3104,297,575,1865
E02001219,5281,2582,2702,251,486,1782
E02001220,5676,2773,2901,288,538,1517
E02001221,5864,2911,2951,243,541,1936
E02001222,6477,3122,3354,326,654,1970
E02001223,6670,3206,3458,310,606,2274
E02001224,5782,2820,2963,160,484,2475
E02001225,7377,3538,3846,333,700,2111
E02001226,7182,3532,3645,467,722,1809
